Id,Date,Time,League,Home,Away,Round,Season,Goals_H_HT,Goals_A_HT,Goals_H_FT,Goals_A_FT,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Goals_Minutes_Home,Goals_Minutes_Away
4OIrheoC,2011-10-07,13:00,EUROPE - EURO,Azerbaijan,Austria,QUALIFICATION,2012,0,1,1,4,4.0,3.4,1.91,2.25,1.62,0.0,0.0,1.8,1.29,1.22,9.0,6.5,9.0,19.0,9.5,6.0,9.0,19.0,17.0,13.0,15.0,29.0,41.0,34.0,41.0,51.0,[],[]
KUq56HAm,2011-10-07,13:15,EUROPE - EURO,Finland,Sweden,QUALIFICATION,2012,0,1,1,2,5.5,3.75,1.62,2.04,1.75,0.0,0.0,2.2,1.25,1.12,10.0,6.0,6.5,11.0,13.0,7.0,8.5,15.0,29.0,19.0,21.0,34.0,67.0,51.0,51.0,67.0,[],[]
xI2jEiQL,2011-10-07,14:00,EUROPE - EURO,Latvia,Malta,QUALIFICATION,2012,1,0,2,0,1.3,5.0,10.0,1.85,1.95,0.0,0.0,1.03,1.13,3.25,13.0,19.0,41.0,100.0,5.5,9.5,26.0,67.0,5.5,8.5,26.0,67.0,8.0,12.0,34.0,100.0,[],[]
CMVHsJFd,2011-10-07,15:15,EUROPE - EURO,Slovakia,Russia,QUALIFICATION,2012,0,0,0,1,2.88,3.2,2.5,2.29,1.6,0.0,0.0,1.5,1.33,1.38,8.0,7.0,11.0,26.0,7.5,6.0,10.0,23.0,13.0,11.0,17.0,34.0,29.0,26.0,41.0,51.0,[],[]
QPytnxx5,2011-10-07,15:30,EUROPE - EURO,Cyprus,Denmark,QUALIFICATION,2012,1,4,1,4,7.5,4.2,1.44,1.75,2.04,0.0,0.0,2.63,1.2,1.07,13.0,7.0,7.0,10.0,17.0,8.0,8.0,12.0,34.0,21.0,17.0,26.0,81.0,51.0,51.0,51.0,[],[]
vVzazpz9,2011-10-07,15:30,EUROPE - EURO,Romania,Belarus,QUALIFICATION,2012,1,1,2,2,1.53,3.8,6.5,2.15,1.67,0.0,0.0,1.1,1.22,2.38,9.0,13.0,34.0,81.0,5.5,7.5,21.0,51.0,6.0,9.0,23.0,67.0,9.5,15.0,41.0,81.0,[],[]
bNBijZFO,2011-10-07,15:30,EUROPE - EURO,Turkey,Germany,QUALIFICATION,2012,0,1,1,3,3.25,3.2,2.25,1.95,1.85,0.0,0.0,1.57,1.33,1.3,11.0,9.0,12.0,21.0,11.0,6.0,9.0,17.0,17.0,11.0,12.0,26.0,34.0,23.0,29.0,41.0,[],[]
UwbxCh5G,2011-10-07,15:45,EUROPE - EURO,Czech Republic,Spain,QUALIFICATION,2012,0,2,0,2,4.33,3.4,1.85,2.0,1.8,0.0,0.0,1.83,1.29,1.2,10.0,7.0,8.5,15.0,11.0,6.5,8.5,15.0,21.0,13.0,15.0,29.0,41.0,34.0,41.0,51.0,[],"[7, 23]"
fgDoFXAF,2011-10-07,15:45,EUROPE - EURO,Greece,Croatia,QUALIFICATION,2012,0,0,2,0,2.75,3.0,2.75,2.7,1.44,0.0,0.0,1.4,1.36,1.4,6.5,6.5,12.0,29.0,6.5,6.0,11.0,29.0,12.0,11.0,19.0,41.0,29.0,29.0,41.0,81.0,[],[]
WOZIMBmJ,2011-10-07,15:45,EUROPE - EURO,Northern Ireland,Estonia,QUALIFICATION,2012,1,0,1,2,2.1,3.4,3.4,2.2,1.65,0.0,0.0,1.29,1.29,1.67,9.0,8.5,17.0,41.0,6.5,6.5,12.0,29.0,9.0,9.0,17.0,41.0,19.0,19.0,34.0,67.0,[],[]
nJAYU8ut,2011-10-07,15:45,EUROPE - EURO,Serbia,Italy,QUALIFICATION,2012,1,1,1,1,2.29,3.0,3.4,2.6,1.48,0.0,0.0,1.29,1.36,1.57,6.5,8.0,15.0,41.0,6.0,6.0,13.0,34.0,9.0,10.0,19.0,51.0,21.0,21.0,41.0,81.0,[],[]
tAsHMuOa,2011-10-07,15:45,EUROPE - EURO,Wales,Switzerland,QUALIFICATION,2012,0,0,2,0,3.8,3.3,2.0,2.15,1.67,0.0,0.0,1.73,1.3,1.22,9.0,6.5,9.0,17.0,9.5,6.0,9.0,17.0,19.0,13.0,15.0,29.0,41.0,34.0,41.0,51.0,[],[]
b1K4NL8g,2011-10-07,16:00,EUROPE - EURO,Montenegro,England,QUALIFICATION,2012,1,2,2,2,6.5,3.4,1.62,2.1,1.7,0.0,0.0,2.2,1.29,1.1,9.0,6.0,7.0,12.0,13.0,6.5,8.5,15.0,29.0,19.0,17.0,34.0,67.0,51.0,51.0,67.0,[],[]
pYlEfQZr,2011-10-08,14:30,EUROPE - EURO,Liechtenstein,Scotland,QUALIFICATION,2012,0,1,0,1,11.0,5.0,1.29,2.04,1.75,0.0,0.0,3.5,1.13,1.02,11.0,5.0,5.0,7.0,19.0,10.0,9.0,13.0,51.0,34.0,34.0,41.0,100.0,81.0,67.0,100.0,[],[]
zT4E9dGn,2011-10-11,13:00,EUROPE - EURO,Kazakhstan,Austria,QUALIFICATION,2012,0,0,0,0,5.0,3.8,1.67,1.8,2.0,0.0,0.0,2.1,1.22,1.13,13.0,7.5,7.5,12.0,15.0,7.0,8.0,12.0,29.0,17.0,15.0,23.0,51.0,41.0,41.0,51.0,[],[]
j9GY7k3k,2011-10-11,14:00,EUROPE - EURO,Croatia,Latvia,QUALIFICATION,2012,0,0,2,0,1.13,8.0,15.0,1.44,2.7,0.0,0.0,1.01,1.06,5.0,19.0,29.0,81.0,100.0,8.0,17.0,41.0,100.0,5.5,12.0,41.0,100.0,6.0,12.0,41.0,100.0,[],[]
fwV2DBuS,2011-10-11,14:00,EUROPE - EURO,Georgia,Greece,QUALIFICATION,2012,1,0,1,2,4.2,2.88,2.1,2.7,1.44,0.0,0.0,1.67,1.38,1.2,6.0,5.5,8.0,19.0,8.5,5.5,9.5,21.0,19.0,15.0,19.0,41.0,51.0,41.0,51.0,81.0,[],[]
IiA9Ax1t,2011-10-11,14:00,EUROPE - EURO,Germany,Belgium,QUALIFICATION,2012,2,0,3,1,1.36,4.75,8.0,1.44,2.7,0.0,0.0,1.06,1.17,3.0,19.0,26.0,41.0,81.0,9.5,9.5,23.0,51.0,8.0,8.5,15.0,41.0,9.5,10.0,21.0,41.0,[],[]
CIHU8Vmq,2011-10-11,14:00,EUROPE - EURO,Malta,Israel,QUALIFICATION,2012,0,1,0,2,7.0,4.0,1.5,1.95,1.85,0.0,0.0,2.5,1.22,1.08,10.0,6.0,6.0,9.5,15.0,7.5,8.5,13.0,34.0,21.0,21.0,34.0,81.0,51.0,51.0,81.0,[],[]
GrOsFIhP,2011-10-11,14:00,EUROPE - EURO,Turkey,Azerbaijan,QUALIFICATION,2012,0,0,1,0,1.1,9.0,23.0,1.44,2.7,0.0,0.0,1.01,1.04,6.5,21.0,41.0,81.0,100.0,8.0,21.0,51.0,100.0,5.5,13.0,41.0,100.0,5.5,13.0,41.0,100.0,[],[]
b3JAkVY2,2011-10-11,14:45,EUROPE - EURO,Ireland,Armenia,QUALIFICATION,2012,1,0,2,1,1.67,3.8,5.0,2.04,1.75,0.0,0.0,1.13,1.22,2.1,10.0,12.0,29.0,67.0,6.0,7.0,17.0,41.0,7.0,8.5,19.0,51.0,11.0,15.0,29.0,67.0,[43],[]
6TIElkl9,2011-10-11,14:45,EUROPE - EURO,North Macedonia,Slovakia,QUALIFICATION,2012,0,0,1,1,3.0,3.2,2.4,2.35,1.57,0.0,0.0,1.53,1.33,1.36,8.0,6.5,11.0,23.0,7.5,6.0,10.0,23.0,13.0,11.0,17.0,41.0,29.0,26.0,41.0,67.0,[],[]
nev7YN4L,2011-10-11,15:00,EUROPE - EURO,Albania,Romania,QUALIFICATION,2012,1,0,1,1,3.25,3.2,2.25,2.1,1.7,0.0,0.0,1.57,1.33,1.3,8.0,7.0,10.0,21.0,8.5,6.0,9.5,21.0,15.0,12.0,15.0,34.0,34.0,29.0,41.0,51.0,[],[]
Ey1Q3Ff6,2011-10-11,15:00,EUROPE - EURO,Hungary,Finland,QUALIFICATION,2012,0,0,0,0,1.91,3.4,4.0,1.8,2.0,0.0,0.0,1.22,1.29,1.8,11.0,13.0,21.0,41.0,8.0,6.5,13.0,29.0,9.5,8.5,13.0,34.0,17.0,15.0,23.0,41.0,[],[]
lzsLLaw6,2011-10-11,15:05,EUROPE - EURO,Bulgaria,Wales,QUALIFICATION,2012,0,1,0,1,2.29,3.25,3.1,2.25,1.62,0.0,0.0,1.33,1.3,1.57,8.0,8.5,15.0,34.0,6.5,6.0,12.0,29.0,10.0,9.5,17.0,41.0,21.0,21.0,34.0,67.0,[],[]
2ebdpG6H,2011-10-11,15:15,EUROPE - EURO,Denmark,Portugal,QUALIFICATION,2012,1,0,2,1,3.4,2.6,2.6,2.08,1.73,0.0,0.0,1.44,1.44,1.29,8.0,8.5,13.0,26.0,9.5,5.0,10.0,21.0,15.0,12.0,11.0,34.0,34.0,26.0,34.0,41.0,[],[]
Gb20qzMN,2011-10-11,15:15,EUROPE - EURO,Norway,Cyprus,QUALIFICATION,2012,2,1,3,1,1.2,6.5,13.0,1.57,2.35,0.0,0.0,1.02,1.1,4.33,15.0,26.0,67.0,100.0,7.5,13.0,34.0,100.0,5.5,11.0,34.0,81.0,6.0,12.0,41.0,100.0,[],[]
hSaU2Z9C,2011-10-11,15:15,EUROPE - EURO,Sweden,Netherlands,QUALIFICATION,2012,1,1,3,2,2.6,3.3,2.63,2.29,1.6,0.0,0.0,1.44,1.3,1.44,8.0,7.0,12.0,29.0,7.0,6.0,10.0,23.0,12.0,10.0,17.0,41.0,26.0,23.0,41.0,67.0,[],[]
SQuPKJhC,2011-10-11,15:15,EUROPE - EURO,Switzerland,Montenegro,QUALIFICATION,2012,0,0,2,0,1.57,3.8,6.0,2.04,1.75,0.0,0.0,1.11,1.22,2.25,10.0,13.0,34.0,81.0,6.0,7.5,21.0,51.0,6.5,8.5,21.0,51.0,10.0,13.0,34.0,81.0,[],[]
Q99xUSfn,2011-10-11,15:45,EUROPE - EURO,Italy,Northern Ireland,QUALIFICATION,2012,1,0,3,0,1.17,6.5,17.0,1.65,2.2,0.0,0.0,1.01,1.1,4.5,15.0,29.0,81.0,100.0,6.0,15.0,41.0,100.0,5.0,11.0,41.0,100.0,6.0,13.0,41.0,100.0,[74],[]
velIgpkk,2011-10-11,15:45,EUROPE - EURO,Lithuania,Czech Republic,QUALIFICATION,2012,0,3,1,4,5.5,3.8,1.6,2.1,1.7,0.0,0.0,2.25,1.22,1.12,10.0,5.5,6.5,11.0,12.0,7.5,8.5,15.0,29.0,19.0,21.0,34.0,67.0,51.0,51.0,81.0,[68],"[2, 16, 45, 85]"
ro4sTnAh,2011-10-11,15:45,EUROPE - EURO,Slovenia,Serbia,QUALIFICATION,2012,1,0,1,0,5.5,3.8,1.6,2.25,1.62,0.0,0.0,2.25,1.22,1.12,9.0,5.5,6.5,12.0,10.0,7.5,8.5,15.0,23.0,17.0,21.0,34.0,51.0,41.0,51.0,81.0,[],[]
IomMh44e,2011-10-11,15:45,EUROPE - EURO,Spain,Scotland,QUALIFICATION,2012,2,0,3,1,1.17,7.0,15.0,1.48,2.6,0.0,0.0,1.01,1.08,4.5,19.0,34.0,67.0,100.0,7.5,15.0,41.0,100.0,6.0,9.0,29.0,81.0,6.5,11.0,29.0,81.0,[],[]
UJTBXsKR,2011-10-11,16:00,EUROPE - EURO,France,Bosnia & Herzegovina,QUALIFICATION,2012,0,1,1,1,1.53,4.0,6.0,2.08,1.73,0.0,0.0,1.11,1.22,2.38,10.0,12.0,29.0,67.0,5.5,7.5,19.0,51.0,6.5,8.5,21.0,51.0,11.0,15.0,34.0,81.0,[],[]
QPyCQT23,2011-11-11,16:00,EUROPE - EURO,Bosnia & Herzegovina,Portugal,QUALIFICATION ,2012,0,0,0,0,3.4,3.25,2.2,2.29,1.6,0.0,0.0,1.62,1.3,1.29,8.0,6.5,9.5,21.0,8.0,6.0,9.5,21.0,15.0,12.0,17.0,34.0,41.0,29.0,41.0,67.0,[],[]
S8WC36ej,2011-11-11,16:05,EUROPE - EURO,Turkey,Croatia,QUALIFICATION ,2012,0,2,0,3,2.29,3.1,3.4,2.6,1.48,0.0,0.0,1.29,1.33,1.57,7.0,7.5,15.0,41.0,6.0,6.0,13.0,34.0,9.5,10.0,19.0,41.0,21.0,21.0,41.0,81.0,[],[]
nZx8R9mc,2011-11-11,16:15,EUROPE - EURO,Czech Republic,Montenegro,QUALIFICATION ,2012,0,0,2,0,1.67,3.6,5.5,2.29,1.6,0.0,0.0,1.12,1.25,2.1,8.0,13.0,29.0,81.0,5.5,7.0,21.0,51.0,6.5,8.5,21.0,67.0,11.0,15.0,34.0,81.0,"[63, 90]",[]
6aVG2QAd,2011-11-11,16:45,EUROPE - EURO,Estonia,Ireland,QUALIFICATION ,2012,0,1,0,4,3.6,3.0,2.25,3.1,1.36,0.0,0.0,1.57,1.36,1.25,5.5,5.0,8.5,21.0,7.0,6.0,10.0,23.0,15.0,15.0,23.0,41.0,41.0,41.0,51.0,101.0,[],[]
KnyGPmI9,2011-11-15,16:05,EUROPE - EURO,Croatia,Turkey,QUALIFICATION ,2012,0,0,0,0,1.67,3.5,5.5,2.1,1.7,0.0,0.0,1.12,1.29,2.1,9.0,13.0,29.0,67.0,6.0,6.5,19.0,51.0,7.0,8.5,19.0,51.0,12.0,15.0,34.0,67.0,[],[]
GEUONRnM,2011-11-15,16:15,EUROPE - EURO,Montenegro,Czech Republic,QUALIFICATION ,2012,0,0,0,1,2.8,3.25,2.5,2.25,1.62,0.0,0.0,1.5,1.3,1.4,9.0,7.0,11.0,23.0,8.0,6.0,9.5,21.0,13.0,11.0,15.0,34.0,34.0,26.0,41.0,51.0,[],[81]
YkuKO7XF,2011-11-15,16:45,EUROPE - EURO,Ireland,Estonia,QUALIFICATION ,2012,1,0,1,1,1.36,4.5,9.0,1.8,2.0,0.0,0.0,1.04,1.17,3.0,11.0,19.0,41.0,126.0,7.0,8.5,26.0,67.0,6.0,9.5,23.0,67.0,8.0,12.0,34.0,81.0,[],[]
bNiyNo2S,2011-11-15,18:00,EUROPE - EURO,Portugal,Bosnia & Herzegovina,QUALIFICATION ,2012,2,1,6,2,1.36,4.5,9.0,1.85,1.95,0.0,0.0,1.04,1.17,3.0,11.0,19.0,41.0,126.0,6.0,8.5,26.0,81.0,5.5,9.5,23.0,81.0,8.0,12.0,34.0,101.0,[],[]
robxY2c5,2012-06-08,13:00,EUROPE - EURO,Poland,Greece,-,2012,1,0,1,1,2.1,3.1,4.2,2.7,1.44,0.0,0.0,1.2,1.33,1.67,6.0,8.0,19.0,41.0,5.5,6.0,15.0,41.0,8.0,9.5,21.0,51.0,19.0,21.0,41.0,81.0,[17],[51]
U1dpWtSH,2012-06-08,15:45,EUROPE - EURO,Russia,Czech Republic,-,2012,2,0,4,1,2.5,3.1,3.1,2.7,1.44,0.0,0.0,1.33,1.33,1.5,6.5,6.5,12.0,34.0,6.0,6.0,12.0,29.0,11.0,11.0,21.0,41.0,26.0,26.0,41.0,81.0,"[15, 24, 79, 82]",[52]
jBctXMCB,2012-06-09,13:00,EUROPE - EURO,Netherlands,Denmark,-,2012,0,1,0,1,1.75,3.6,5.0,2.1,1.7,0.0,0.0,1.13,1.25,2.0,10.0,12.0,23.0,51.0,6.5,6.5,15.0,41.0,7.5,8.5,17.0,41.0,13.0,15.0,29.0,67.0,[],[24]
AaAEEEdp,2012-06-09,15:45,EUROPE - EURO,Germany,Portugal,-,2012,0,0,1,0,2.1,3.3,3.75,2.0,1.8,0.0,0.0,1.25,1.3,1.67,10.0,10.0,17.0,41.0,7.5,6.0,12.0,29.0,10.0,9.0,13.0,41.0,19.0,17.0,29.0,51.0,[72],[]
O2EIDYBj,2012-06-10,13:00,EUROPE - EURO,Spain,Italy,-,2012,0,0,1,1,1.75,3.4,5.5,2.5,1.5,0.0,0.0,1.12,1.29,2.0,7.0,10.0,23.0,67.0,5.0,6.5,19.0,51.0,7.0,9.0,21.0,51.0,13.0,17.0,41.0,101.0,[64],[61]
tOQ8xIli,2012-06-10,15:45,EUROPE - EURO,Ireland,Croatia,-,2012,1,2,1,3,4.2,3.25,2.0,2.5,1.5,0.0,0.0,1.73,1.3,1.2,7.0,5.5,8.0,17.0,8.5,6.0,9.0,19.0,19.0,15.0,19.0,41.0,51.0,41.0,51.0,81.0,[19],"[3, 43, 49]"
KEPCyx4c,2012-06-11,13:00,EUROPE - EURO,France,England,-,2012,1,1,1,1,2.5,3.0,3.25,3.1,1.36,0.0,0.0,1.3,1.36,1.5,6.0,6.5,13.0,41.0,5.5,6.0,13.0,34.0,10.0,11.0,21.0,51.0,26.0,26.0,41.0,101.0,[39],[30]
xjKHzdJ3,2012-06-11,15:45,EUROPE - EURO,Ukraine,Sweden,-,2012,0,0,2,1,2.63,3.3,2.8,2.15,1.67,0.0,0.0,1.4,1.3,1.44,9.0,8.0,13.0,29.0,7.5,6.0,13.0,23.0,12.0,10.0,15.0,34.0,26.0,21.0,34.0,51.0,"[55, 62]",[52]
GtJLZFY9,2012-06-12,13:00,EUROPE - EURO,Greece,Czech Republic,-,2012,0,2,1,2,3.4,3.2,2.29,2.25,1.62,0.0,0.0,1.57,1.33,1.29,8.0,6.5,9.5,21.0,9.0,6.0,9.0,19.0,17.0,12.0,15.0,34.0,41.0,29.0,41.0,51.0,[53],"[3, 6]"
A3IPYZmG,2012-06-12,15:45,EUROPE - EURO,Poland,Russia,-,2012,0,1,1,1,3.25,3.3,2.29,2.15,1.67,0.0,0.0,1.57,1.3,1.3,9.0,7.0,10.0,23.0,8.0,6.0,9.5,21.0,15.0,11.0,15.0,34.0,34.0,26.0,41.0,51.0,[57],[37]
jJDOWg3M,2012-06-13,13:00,EUROPE - EURO,Denmark,Portugal,-,2012,1,2,2,3,4.75,3.5,1.83,2.0,1.8,0.0,0.0,1.83,1.29,1.17,10.0,6.5,8.0,15.0,12.0,6.5,8.5,15.0,23.0,15.0,15.0,29.0,51.0,41.0,41.0,51.0,"[41, 80]","[24, 36, 87]"
Ys3TVDIS,2012-06-13,15:45,EUROPE - EURO,Netherlands,Germany,-,2012,0,2,1,2,3.0,3.25,2.5,2.0,1.8,0.0,0.0,1.5,1.3,1.36,10.0,8.0,12.0,23.0,9.0,6.0,11.0,21.0,13.0,11.0,13.0,29.0,29.0,23.0,34.0,51.0,[73],"[24, 38]"
4QgaQitj,2012-06-14,13:00,EUROPE - EURO,Italy,Croatia,-,2012,1,0,1,1,2.5,3.1,3.1,2.2,1.65,0.0,0.0,1.33,1.33,1.5,8.0,8.5,15.0,34.0,7.5,5.5,11.0,26.0,11.0,10.0,15.0,41.0,23.0,21.0,34.0,51.0,[39],[72]
zikeRXQq,2012-06-14,15:45,EUROPE - EURO,Spain,Ireland,-,2012,1,0,4,0,1.22,6.5,13.0,1.73,2.08,0.0,0.0,1.02,1.1,4.0,15.0,23.0,51.0,201.0,6.0,12.0,34.0,101.0,5.5,9.0,34.0,101.0,7.0,12.0,34.0,126.0,"[4, 49, 70, 83]",[]
lvefleYd,2012-06-15,13:00,EUROPE - EURO,Ukraine,France,-,2012,0,0,0,2,4.0,3.1,2.1,2.35,1.57,0.0,0.0,1.67,1.33,1.22,8.0,6.5,9.0,19.0,9.5,6.0,9.0,19.0,19.0,13.0,15.0,34.0,41.0,34.0,41.0,51.0,[],"[53, 56]"
rHh3PBed,2012-06-15,16:00,EUROPE - EURO,Sweden,England,-,2012,0,1,2,3,3.25,3.1,2.4,2.35,1.57,0.0,0.0,1.53,1.33,1.3,8.0,7.0,11.0,23.0,8.0,6.0,9.5,21.0,15.0,12.0,15.0,34.0,34.0,29.0,41.0,51.0,"[49, 59]","[23, 64, 78]"
d4b2nZ29,2012-06-16,15:45,EUROPE - EURO,Czech Republic,Poland,-,2012,0,0,1,0,3.25,3.3,2.29,2.0,1.8,0.0,0.0,1.57,1.3,1.3,10.0,8.0,11.0,21.0,10.0,6.0,9.0,19.0,15.0,11.0,13.0,29.0,34.0,26.0,34.0,51.0,[72],[]
2sabmFm3,2012-06-16,15:45,EUROPE - EURO,Greece,Russia,-,2012,1,0,1,0,4.75,3.6,1.8,2.0,1.8,0.0,0.0,2.0,1.25,1.13,11.0,7.0,8.0,13.0,12.0,7.0,8.5,15.0,23.0,15.0,15.0,26.0,51.0,41.0,41.0,51.0,[45],[]
2HT2pDXL,2012-06-17,15:45,EUROPE - EURO,Denmark,Germany,-,2012,1,1,1,2,7.5,3.8,1.53,1.65,2.2,0.0,0.0,2.38,1.22,1.07,13.0,8.0,8.0,11.0,19.0,7.0,8.0,12.0,34.0,21.0,13.0,21.0,67.0,41.0,41.0,41.0,[24],"[19, 80]"
zec6ogIF,2012-06-17,15:45,EUROPE - EURO,Portugal,Netherlands,-,2012,1,1,2,1,2.63,3.75,2.5,1.8,2.0,0.0,0.0,1.5,1.25,1.44,13.0,9.5,13.0,26.0,10.0,7.0,9.5,19.0,13.0,9.5,13.0,26.0,26.0,19.0,26.0,41.0,"[28, 74]",[11]
G8sovBAk,2012-06-18,15:45,EUROPE - EURO,Croatia,Spain,-,2012,0,0,0,1,10.0,4.0,1.44,1.67,2.15,0.0,0.0,2.5,1.25,1.03,13.0,8.0,7.5,10.0,26.0,6.5,8.0,11.0,41.0,26.0,8.0,23.0,101.0,51.0,51.0,41.0,[],[88]
bXWkwVPe,2012-06-18,15:45,EUROPE - EURO,Italy,Ireland,-,2012,1,0,2,0,1.4,4.5,9.0,1.8,2.0,0.0,0.0,1.04,1.17,2.75,13.0,19.0,41.0,81.0,6.5,8.0,23.0,51.0,7.0,7.5,19.0,51.0,9.5,12.0,23.0,51.0,"[35, 90]",[]
pQjFqXnS,2012-06-19,15:45,EUROPE - EURO,England,Ukraine,-,2012,0,0,1,0,2.0,3.3,4.2,2.04,1.75,0.0,0.0,1.2,1.3,1.73,10.0,12.0,21.0,41.0,7.0,6.0,13.0,34.0,9.0,8.5,13.0,41.0,17.0,15.0,26.0,51.0,[48],[]
25wsuieq,2012-06-19,15:45,EUROPE - EURO,Sweden,France,-,2012,0,0,2,0,5.0,3.75,1.73,2.08,1.73,0.0,0.0,2.0,1.25,1.13,10.0,6.0,7.5,13.0,11.0,7.0,8.5,15.0,23.0,15.0,19.0,29.0,51.0,41.0,41.0,67.0,"[54, 90]",[]
8MsjTpi7,2012-06-21,15:45,EUROPE - EURO,Czech Republic,Portugal,PLAY OFFS ,2012,0,0,0,1,6.0,3.6,1.67,2.15,1.67,0.0,0.0,2.1,1.25,1.11,9.0,6.0,7.0,12.0,12.0,6.5,8.5,15.0,26.0,17.0,19.0,34.0,51.0,41.0,51.0,67.0,[],[79]
nDtfS46D,2012-06-22,15:45,EUROPE - EURO,Germany,Greece,PLAY OFFS ,2012,1,0,4,2,1.33,5.5,9.0,1.95,1.85,0.0,0.0,1.04,1.12,3.2,11.0,17.0,41.0,126.0,5.5,10.0,26.0,81.0,5.5,8.5,29.0,81.0,8.0,13.0,34.0,126.0,"[39, 61, 68, 74]","[55, 89]"
rcwkkCJG,2012-06-23,15:45,EUROPE - EURO,Spain,France,PLAY OFFS ,2012,1,0,2,0,1.91,3.4,4.5,2.6,1.48,0.0,0.0,1.17,1.29,1.8,7.0,8.5,21.0,51.0,5.0,6.5,15.0,41.0,7.5,9.5,21.0,51.0,15.0,19.0,41.0,101.0,"[19, 90]",[]
zg1IXqlq,2012-06-24,15:45,EUROPE - EURO,England,Italy,PLAY OFFS ,2012,0,0,0,1,2.88,2.88,2.88,2.6,1.48,0.0,0.0,1.38,1.38,1.38,6.0,6.5,12.0,29.0,6.5,5.5,11.0,29.0,12.0,11.0,17.0,41.0,29.0,29.0,41.0,81.0,[],[]
f35FuBhg,2012-06-27,15:45,EUROPE - EURO,Portugal,Spain,PLAY OFFS ,2012,0,0,0,1,4.5,3.25,1.95,2.5,1.5,0.0,0.0,1.8,1.3,1.17,7.0,5.5,7.5,15.0,9.5,6.0,9.0,19.0,21.0,15.0,21.0,41.0,51.0,41.0,51.0,81.0,[],[]
nNkAZIyI,2012-06-28,15:45,EUROPE - EURO,Germany,Italy,PLAY OFFS ,2012,0,2,1,2,1.91,3.4,4.5,2.25,1.62,0.0,0.0,1.17,1.29,1.8,8.0,9.5,21.0,51.0,6.0,6.5,15.0,41.0,8.0,9.0,19.0,51.0,15.0,17.0,34.0,67.0,[90],"[20, 36]"
pzP39GiJ,2012-07-01,15:45,EUROPE - EURO,Spain,Italy,PLAY OFFS ,2012,2,0,4,0,2.1,3.1,4.0,2.7,1.44,0.0,0.0,1.22,1.33,1.67,6.0,8.0,19.0,41.0,5.0,6.0,15.0,41.0,8.0,9.5,21.0,51.0,19.0,21.0,41.0,101.0,"[14, 41, 84, 88]",[]
Ykhp41TS,2014-09-07,13:00,EUROPE - EURO,Denmark,Armenia,QUALIFICATION ,2016,0,0,2,1,1.36,5.0,11.0,1.85,1.95,2.2,1.62,1.06,1.18,3.25,11.0,21.0,41.0,126.0,6.0,9.0,29.0,81.0,6.0,8.5,23.0,67.0,8.0,12.0,29.0,81.0,"[65, 80]",[50]
U3t4kSfg,2014-09-07,13:00,EUROPE - EURO,Georgia,Ireland,QUALIFICATION ,2016,1,1,1,2,3.5,3.1,2.38,2.7,1.44,2.25,1.57,1.6,1.4,1.3,6.0,5.5,9.5,23.0,7.0,6.0,10.0,26.0,15.0,13.0,21.0,41.0,41.0,41.0,51.0,101.0,[38],"[24, 90]"
pA7fB3I5,2014-09-07,13:00,EUROPE - EURO,Hungary,Northern Ireland,QUALIFICATION ,2016,0,0,1,2,1.67,3.8,6.0,2.25,1.62,2.2,1.62,1.14,1.29,2.25,8.0,11.0,26.0,67.0,5.5,7.0,17.0,51.0,6.5,8.5,21.0,51.0,12.0,15.0,34.0,81.0,[75],"[81, 88]"
SbtjqoZC,2014-09-07,15:45,EUROPE - EURO,Faroe Islands,Finland,QUALIFICATION ,2016,1,0,1,3,11.0,6.0,1.3,1.9,1.9,2.24,1.61,3.5,1.14,1.06,13.0,4.75,6.0,8.0,19.0,11.0,7.5,13.0,41.0,29.0,29.0,29.0,151.0,81.0,81.0,126.0,[41],"[53, 78, 82]"
2HvCm6P5,2014-09-07,15:45,EUROPE - EURO,Germany,Scotland,QUALIFICATION ,2016,1,0,2,1,1.2,7.5,17.0,1.53,2.4,2.1,1.67,1.03,1.1,4.5,21.0,34.0,67.0,251.0,6.5,15.0,41.0,101.0,6.5,7.5,29.0,81.0,7.5,11.0,23.0,81.0,"[18, 70]",[66]
6kufr5lJ,2014-09-07,15:45,EUROPE - EURO,Greece,Romania,QUALIFICATION ,2016,0,1,0,1,2.1,3.2,4.2,2.6,1.48,2.2,1.62,1.25,1.38,1.75,6.5,8.0,19.0,41.0,5.5,6.0,15.0,41.0,8.5,9.5,21.0,51.0,19.0,21.0,41.0,81.0,[],[10]
vFws5sEM,2014-09-07,15:45,EUROPE - EURO,Portugal,Albania,QUALIFICATION ,2016,0,0,0,1,1.36,5.0,11.0,2.08,1.73,2.5,1.5,1.06,1.18,3.25,10.0,17.0,41.0,151.0,4.75,9.0,29.0,81.0,5.5,8.0,29.0,81.0,8.0,13.0,34.0,126.0,[],[52]
