Id,Date,Time,League,Home,Away,Round,Season,Goals_H_HT,Goals_A_HT,Goals_H_FT,Goals_A_FT,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Goals_Minutes_Home,Goals_Minutes_Away
QJpGT3YS,2006-11-15,16:30,EUROPE - EURO,Belgium,Poland,QUALIFICATION,2008,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
ba129FL8,2006-11-15,16:30,EUROPE - EURO,Ireland,San Marino,QUALIFICATION,2008,3,0,5,0,1.01,13.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[7],[]
0CyrPNtp,2006-11-15,18:00,EUROPE - EURO,Portugal,Kazakhstan,QUALIFICATION,2008,2,0,3,0,1.04,9.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
6P068ZzF,2007-02-07,16:45,EUROPE - EURO,San Marino,Ireland,QUALIFICATION,2008,0,0,1,2,67.0,13.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
ryRnOsdj,2007-03-24,10:00,EUROPE - EURO,Kazakhstan,Serbia,QUALIFICATION,2008,0,0,2,1,8.0,4.2,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
8MdxhYXp,2007-03-24,12:00,EUROPE - EURO,Faroe Islands,Ukraine,QUALIFICATION,2008,0,1,0,2,15.0,7.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
pGaA7gjL,2007-03-24,12:00,EUROPE - EURO,Ireland,Wales,QUALIFICATION,2008,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
6DAAdEPT,2007-03-24,12:00,EUROPE - EURO,Scotland,Georgia,QUALIFICATION,2008,1,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
IRUMQg51,2007-03-24,13:00,EUROPE - EURO,Albania,Slovenia,QUALIFICATION,2008,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
j5bQRZke,2007-03-24,13:00,EUROPE - EURO,Luxembourg,Belarus,QUALIFICATION,2008,0,1,1,2,8.0,4.33,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
EqaTGHAo,2007-03-24,14:00,EUROPE - EURO,Lithuania,France,QUALIFICATION,2008,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
no1CTIjJ,2007-03-24,14:00,EUROPE - EURO,Moldova,Malta,QUALIFICATION,2008,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
MRPjN1Bd,2007-03-24,14:00,EUROPE - EURO,Poland,Azerbaijan,QUALIFICATION,2008,3,0,5,0,1.1,7.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
SvkF6D5R,2007-03-24,15:00,EUROPE - EURO,Cyprus,Slovakia,QUALIFICATION,2008,1,0,1,3,4.0,3.2,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
rX8TxxnN,2007-03-24,15:30,EUROPE - EURO,Estonia,Russia,QUALIFICATION,2008,0,0,0,2,5.5,3.6,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
lA9PwIWG,2007-03-24,15:30,EUROPE - EURO,Israel,England,QUALIFICATION,2008,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
SK83h2TJ,2007-03-24,16:05,EUROPE - EURO,Norway,Bosnia & Herzegovina,QUALIFICATION,2008,0,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
tIRWyd1T,2007-03-24,16:15,EUROPE - EURO,Croatia,North Macedonia,QUALIFICATION,2008,0,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
vV2KeB9a,2007-03-24,16:15,EUROPE - EURO,Liechtenstein,Northern Ireland,QUALIFICATION,2008,0,0,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
6B77iMrQ,2007-03-24,16:30,EUROPE - EURO,Greece,Turkey,QUALIFICATION,2008,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
dITQPDK7,2007-03-24,16:30,EUROPE - EURO,Netherlands,Romania,QUALIFICATION,2008,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
8I4k2XDr,2007-03-24,16:45,EUROPE - EURO,Czech Republic,Germany,QUALIFICATION,2008,0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[77],"[42, 62]"
Eassnolc,2007-03-24,18:00,EUROPE - EURO,Portugal,Belgium,QUALIFICATION,2008,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
847OfVO5,2007-03-24,18:00,EUROPE - EURO,Spain,Denmark,QUALIFICATION,2008,2,0,2,1,1.62,3.4,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
hjtoo533,2007-03-28,12:00,EUROPE - EURO,Azerbaijan,Finland,QUALIFICATION,2008,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
EwtHlcc8,2007-03-28,12:00,EUROPE - EURO,Bulgaria,Albania,QUALIFICATION,2008,0,0,0,0,1.22,5.75,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
QJ2XFyQi,2007-03-28,12:00,EUROPE - EURO,Ukraine,Lithuania,QUALIFICATION,2008,0,0,1,0,1.29,4.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
2u4g1iTl,2007-03-28,12:25,EUROPE - EURO,Czech Republic,Cyprus,QUALIFICATION,2008,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[22],[]
StpLmHCE,2007-03-28,12:30,EUROPE - EURO,Romania,Luxembourg,QUALIFICATION,2008,1,0,3,0,1.02,9.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
Kt2yFeub,2007-03-28,13:00,EUROPE - EURO,Georgia,Faroe Islands,QUALIFICATION,2008,2,0,3,1,1.1,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
OjfZntis,2007-03-28,13:00,EUROPE - EURO,Hungary,Moldova,QUALIFICATION,2008,1,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
na4aXF9p,2007-03-28,14:00,EUROPE - EURO,Israel,Estonia,QUALIFICATION,2008,2,0,4,0,1.29,4.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
ne6SgkvC,2007-03-28,14:30,EUROPE - EURO,Liechtenstein,Latvia,QUALIFICATION,2008,1,0,1,0,6.5,3.75,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
xfbwn06m,2007-03-28,14:30,EUROPE - EURO,Malta,Greece,QUALIFICATION,2008,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
KImroKLg,2007-03-28,15:00,EUROPE - EURO,Turkey,Norway,QUALIFICATION,2008,0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
tW2c0Bre,2007-03-28,15:30,EUROPE - EURO,Ireland,Slovakia,QUALIFICATION,2008,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
zFVkpPI9,2007-03-28,15:30,EUROPE - EURO,Poland,Armenia,QUALIFICATION,2008,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
lIZgqqYF,2007-03-28,15:30,EUROPE - EURO,Serbia,Portugal,QUALIFICATION,2008,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
UJeXh9gI,2007-03-28,15:45,EUROPE - EURO,Northern Ireland,Sweden,QUALIFICATION,2008,1,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
A5ZPnySK,2007-03-28,15:45,EUROPE - EURO,Slovenia,Netherlands,QUALIFICATION,2008,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
bX0uEFf4,2007-03-28,15:50,EUROPE - EURO,Italy,Scotland,QUALIFICATION,2008,1,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
Qk33WZOj,2007-03-28,16:00,EUROPE - EURO,Andorra,England,QUALIFICATION,2008,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
b7c2aVc1,2007-03-28,16:00,EUROPE - EURO,Wales,San Marino,QUALIFICATION,2008,2,0,3,0,1.04,11.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
rNayhT8O,2007-03-28,17:00,EUROPE - EURO,Spain,Iceland,QUALIFICATION,2008,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
ruZcr3mM,2007-06-02,09:00,EUROPE - EURO,Kazakhstan,Armenia,QUALIFICATION,2008,0,2,1,2,1.9,3.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
xbd6bkD7,2007-06-02,11:00,EUROPE - EURO,Wales,Czech Republic,QUALIFICATION,2008,0,0,0,0,5.0,3.6,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
INKgeJ1i,2007-06-02,12:00,EUROPE - EURO,Russia,Andorra,QUALIFICATION,2008,2,0,4,0,1.02,9.5,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
QmdAsN2S,2007-06-02,13:00,EUROPE - EURO,Azerbaijan,Poland,QUALIFICATION,2008,1,0,1,3,12.0,5.25,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
0rCRGCoP,2007-06-02,13:00,EUROPE - EURO,Iceland,Liechtenstein,QUALIFICATION,2008,1,0,1,1,1.25,5.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
UH0VxsBq,2007-06-02,13:15,EUROPE - EURO,Finland,Serbia,QUALIFICATION,2008,0,1,0,2,2.9,3.1,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
fJ8dNYk8,2007-06-02,14:00,EUROPE - EURO,Germany,San Marino,QUALIFICATION,2008,1,0,6,0,1.01,13.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
dEJcfwHc,2007-06-02,14:30,EUROPE - EURO,North Macedonia,Israel,QUALIFICATION,2008,1,2,1,2,3.25,3.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
ldYToesR,2007-06-02,15:00,EUROPE - EURO,Belarus,Bulgaria,QUALIFICATION,2008,0,1,0,2,3.4,3.3,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
2RAfpvy0,2007-06-02,15:00,EUROPE - EURO,Bosnia & Herzegovina,Turkey,QUALIFICATION,2008,2,2,3,2,4.5,3.25,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
2ibgCWgt,2007-06-02,15:00,EUROPE - EURO,Denmark,Sweden,QUALIFICATION,2008,0,3,0,3,2.15,3.2,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
G8epDZ9A,2007-06-02,15:00,EUROPE - EURO,Lithuania,Georgia,QUALIFICATION,2008,0,0,1,0,2.2,3.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
d2Pcqbj6,2007-06-02,15:05,EUROPE - EURO,Norway,Malta,QUALIFICATION,2008,1,0,4,0,1.12,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
tlQesFkr,2007-06-02,15:30,EUROPE - EURO,Albania,Luxembourg,QUALIFICATION,2008,1,0,2,0,1.15,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
vw92gcW3,2007-06-02,15:30,EUROPE - EURO,Estonia,Croatia,QUALIFICATION,2008,0,1,0,1,8.0,4.5,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
zgO1rI5C,2007-06-02,15:30,EUROPE - EURO,Greece,Hungary,QUALIFICATION,2008,2,0,2,0,1.44,4.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
r3FjBj9n,2007-06-02,15:30,EUROPE - EURO,Latvia,Spain,QUALIFICATION,2008,0,1,0,2,10.0,4.75,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
88aZy1Qk,2007-06-02,15:45,EUROPE - EURO,Belgium,Portugal,QUALIFICATION,2008,0,1,1,2,4.0,3.25,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
bHIdCgPG,2007-06-02,15:45,EUROPE - EURO,Faroe Islands,Italy,QUALIFICATION,2008,0,1,1,2,67.0,13.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
Odm8tZ4l,2007-06-02,15:45,EUROPE - EURO,Slovenia,Romania,QUALIFICATION,2008,0,0,1,2,4.2,3.25,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
jDtQfRgq,2007-06-02,16:00,EUROPE - EURO,France,Ukraine,QUALIFICATION,2008,0,0,2,0,1.45,3.75,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
2VbwyLud,2007-06-06,10:00,EUROPE - EURO,Kazakhstan,Azerbaijan,QUALIFICATION,2008,0,1,1,1,1.83,3.3,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
GY2szue2,2007-06-06,12:30,EUROPE - EURO,Armenia,Poland,QUALIFICATION,2008,0,0,1,0,7.0,4.0,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
htD6hHoA,2007-06-06,13:00,EUROPE - EURO,Andorra,Israel,QUALIFICATION,2008,0,1,0,2,21.0,8.5,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
4GpUgo9k,2007-06-06,13:15,EUROPE - EURO,Faroe Islands,Scotland,QUALIFICATION,2008,0,2,0,2,13.0,6.5,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
6LxDugKf,2007-06-06,14:00,EUROPE - EURO,Bulgaria,Belarus,QUALIFICATION,2008,2,1,2,1,1.25,4.75,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
IHD6sxLI,2007-06-06,14:00,EUROPE - EURO,Norway,Hungary,QUALIFICATION,2008,1,0,4,0,1.36,4.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
OOiWrXb2,2007-06-06,14:15,EUROPE - EURO,Finland,Belgium,QUALIFICATION,2008,1,0,2,0,2.2,3.2,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
IetHvDZ0,2007-06-06,15:00,EUROPE - EURO,Romania,Slovenia,QUALIFICATION,2008,1,0,2,0,1.2,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
UgtzQ9ko,2007-06-06,15:15,EUROPE - EURO,Bosnia & Herzegovina,Malta,QUALIFICATION,2008,1,0,1,0,1.12,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
CIuLwXl7,2007-06-06,15:15,EUROPE - EURO,Luxembourg,Albania,QUALIFICATION,2008,0,2,0,3,6.5,3.8,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
MgEfAAOh,2007-06-06,15:15,EUROPE - EURO,Sweden,Iceland,QUALIFICATION,2008,3,0,5,0,1.17,6.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
n3CAiy1G,2007-06-06,15:30,EUROPE - EURO,Croatia,Russia,QUALIFICATION,2008,0,0,0,0,2.1,2.88,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
Spbnz9Vr,2007-06-06,15:30,EUROPE - EURO,Estonia,England,QUALIFICATION,2008,0,1,0,3,17.0,5.5,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
6gC0Mh5E,2007-06-06,15:30,EUROPE - EURO,Germany,Slovakia,QUALIFICATION,2008,2,1,2,1,1.22,5.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[10],[20]
nFhQlgSo,2007-06-06,15:30,EUROPE - EURO,Greece,Moldova,QUALIFICATION,2008,1,0,2,1,1.08,7.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
